date,symbol,side,entry,exit,quantity,setup,confidence,mistake,notes
2025-08-04,BTCUSDT,BUY,114732.01,114652.97,0.05,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 114732.01. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0767%. No major emotional behavior simulated.
2025-08-04,BTCUSDT,SELL,114317.24,114367.37,0.05,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 5-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 114317.24. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0614%. No major emotional behavior simulated.
2025-08-04,BTCUSDT,BUY,115215.6,115082.51,0.05,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 2-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 115215.6. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0837%. No major emotional behavior simulated.
2025-08-05,BTCUSDT,SELL,114214.73,114255.35,0.05,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 6-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 114214.73. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0724%. No major emotional behavior simulated.
2025-08-05,BTCUSDT,BUY,113660.64,113603.66,0.05,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 113660.64. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.1315%. No major emotional behavior simulated.
2025-08-05,BTCUSDT,BUY,113658.77,113650.13,0.05,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bullish 8-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 113658.77. Trade hit stop loss first for -1.00R. Setup quality: strong. Confidence=4/5. Volatility=0.1032%. No major emotional behavior simulated.
2025-08-06,BTCUSDT,SELL,115045.64,115100,0.05,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 2-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 115045.64. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0479%. No major emotional behavior simulated.
2025-08-08,BTCUSDT,BUY,116792.24,116761.23,0.05,Streak Pullback Confirmation,4,revenge trade,"SIMULATED DATA - not real trading history. bullish 6-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 116792.24. Trade hit stop loss first for -1.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0672%. revenge trade behavior simulated based on setup quality, volatility, and confidence context."
2025-08-09,BTCUSDT,SELL,116448.13,116355.95,0.05,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 116448.13. Trade exited at configured 116355.95000000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0336%. No major emotional behavior simulated.
2025-08-09,BTCUSDT,SELL,116769.24,116797.92,0.05,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 5-candle streak followed by clean 2-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 116769.24. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0263%. No major emotional behavior simulated.
2025-08-11,BTCUSDT,SELL,121619.35,121667.24,0.05,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 121619.35. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.1518%. No major emotional behavior simulated.
2025-08-12,BTCUSDT,BUY,119129.62,119000,0.05,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 119129.62. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0715%. No major emotional behavior simulated.
2025-08-12,BTCUSDT,SELL,118908.61,118845.83,0.05,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 118908.61. Trade exited at configured 118845.83000000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0591%. No major emotional behavior simulated.
2025-08-12,BTCUSDT,BUY,118539.66,118405.73,0.05,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 118539.66. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.1200%. No major emotional behavior simulated.
2025-08-12,BTCUSDT,BUY,118851.31,118707.62,0.05,Streak Pullback Confirmation,3,revenge trade,"SIMULATED DATA - not real trading history. bullish 6-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 118851.31. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.2576%. revenge trade behavior simulated based on setup quality, volatility, and confidence context."
2025-08-14,BTCUSDT,SELL,123745.22,123539.98,0.05,Streak Pullback Confirmation,4,overconfidence,"SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 123745.22. Trade exited at configured 123539.98000000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.2284%. overconfidence behavior simulated based on setup quality, volatility, and confidence context."
2025-08-14,BTCUSDT,SELL,123475.48,123326.54,0.05,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 123475.48. Trade exited at configured 123326.54000000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0838%. No major emotional behavior simulated.
2025-08-15,BTCUSDT,SELL,118874.12,118702.38,0.05,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 118874.12. Trade exited at configured 118702.38000000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.1026%. No major emotional behavior simulated.
2025-08-15,BTCUSDT,BUY,117329.86,117349.66,0.05,Streak Pullback Confirmation,5,none,SIMULATED DATA - not real trading history. bullish 6-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 117329.86. Trade exited at configured 117349.66000000 target for 2.00R. Setup quality: excellent. Confidence=5/5. Volatility=0.0482%. No major emotional behavior simulated.
2025-08-16,BTCUSDT,BUY,117726.93,117765.99,0.05,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 117726.93. Trade exited at configured 117765.99000000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0745%. No major emotional behavior simulated.
2025-08-16,BTCUSDT,SELL,117423.77,117462.48,0.05,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 117423.77. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0659%. No major emotional behavior simulated.
2025-08-18,BTCUSDT,BUY,116127.59,116087.49,0.05,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 116127.59. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.1639%. No major emotional behavior simulated.
2025-08-21,BTCUSDT,BUY,112260,112580,0.05,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 112260. Trade exited at configured 112580.00000000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.2164%. No major emotional behavior simulated.
2025-08-22,BTCUSDT,BUY,113121.03,113038.69,0.05,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 113121.03. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.1065%. No major emotional behavior simulated.
2025-08-23,BTCUSDT,SELL,115680.05,115636.99,0.05,Streak Pullback Confirmation,5,revenge trade,"SIMULATED DATA - not real trading history. bearish 6-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 115680.05. Trade exited at configured 115636.99000000 target for 2.00R. Setup quality: excellent. Confidence=5/5. Volatility=0.0395%. revenge trade behavior simulated based on setup quality, volatility, and confidence context."
2025-08-25,BTCUSDT,SELL,111582.01,111144.85,0.05,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 111582.01. Trade did not hit target or stop within max hold and exited at 1.19R. Setup quality: strong. Confidence=4/5. Volatility=0.2009%. No major emotional behavior simulated.
2025-08-27,BTCUSDT,SELL,111091.38,111137.74,0.05,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 111091.38. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0986%. No major emotional behavior simulated.
2025-08-29,BTCUSDT,SELL,108398.21,108500,0.05,Streak Pullback Confirmation,3,revenge trade,"SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 108398.21. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.1689%. revenge trade behavior simulated based on setup quality, volatility, and confidence context."
2025-08-29,BTCUSDT,SELL,107967.99,107893.97,0.05,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 2-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 107967.99. Trade exited at configured 107893.97000000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.1910%. No major emotional behavior simulated.
2025-08-30,BTCUSDT,BUY,108449.21,108535.93,0.05,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 108449.21. Trade exited at configured 108535.93000000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0843%. No major emotional behavior simulated.
2025-08-30,BTCUSDT,BUY,108644.6,108810.44,0.05,Streak Pullback Confirmation,5,none,SIMULATED DATA - not real trading history. bullish 6-candle streak followed by clean 2-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 108644.6. Trade exited at configured 108810.44000000 target for 2.00R. Setup quality: excellent. Confidence=5/5. Volatility=0.0727%. No major emotional behavior simulated.
2025-09-03,BTCUSDT,BUY,112261.37,112067.99,0.05,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 112261.37. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.2936%. No major emotional behavior simulated.
2025-09-03,BTCUSDT,SELL,111657.64,111710,0.05,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 111657.64. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0789%. No major emotional behavior simulated.
2025-09-05,BTCUSDT,SELL,110722.7,110568.06,0.05,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 110722.7. Trade exited at configured 110568.06000000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.1514%. No major emotional behavior simulated.
2025-09-07,BTCUSDT,BUY,111111.55,111084,0.05,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 111111.55. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0371%. No major emotional behavior simulated.
2025-09-08,BTCUSDT,BUY,111419.17,111798.07,0.05,Streak Pullback Confirmation,4,no patience,"SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 111419.17. Trade exited at configured 111798.07000000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.1300%. no patience behavior simulated based on setup quality, volatility, and confidence context."
2025-09-09,BTCUSDT,SELL,112933.58,112992.69,0.05,Streak Pullback Confirmation,3,no patience,"SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 112933.58. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0641%. no patience behavior simulated based on setup quality, volatility, and confidence context."
2025-09-10,BTCUSDT,BUY,113333,113848.58,0.05,Streak Pullback Confirmation,4,no patience,"SIMULATED DATA - not real trading history. bullish 7-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 113333. Trade did not hit target or stop within max hold and exited at 0.68R. Setup quality: strong. Confidence=4/5. Volatility=0.1719%. no patience behavior simulated based on setup quality, volatility, and confidence context."
2025-09-10,BTCUSDT,BUY,113666.43,113437.99,0.05,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 2-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 113666.43. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.2093%. No major emotional behavior simulated.
2025-09-11,BTCUSDT,BUY,114102.75,114237.29,0.05,Streak Pullback Confirmation,5,none,SIMULATED DATA - not real trading history. bullish 5-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 114102.75. Trade exited at configured 114237.29000000 target for 2.00R. Setup quality: excellent. Confidence=5/5. Volatility=0.0676%. No major emotional behavior simulated.
2025-09-11,BTCUSDT,BUY,114198.2,114074.75,0.05,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 114198.2. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.1255%. No major emotional behavior simulated.
2025-09-11,BTCUSDT,SELL,113719.28,113779.09,0.05,Streak Pullback Confirmation,3,emotional re-entry,"SIMULATED DATA - not real trading history. bearish 5-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 113719.28. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.1640%. emotional re-entry behavior simulated based on setup quality, volatility, and confidence context."
2025-09-11,BTCUSDT,BUY,114463.73,114338.06,0.05,Streak Pullback Confirmation,3,weak confirmation,"SIMULATED DATA - not real trading history. bullish 5-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 114463.73. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.1680%. weak confirmation behavior simulated based on setup quality, volatility, and confidence context."
2025-09-11,BTCUSDT,SELL,114156.64,114233.98,0.05,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 114156.64. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.1040%. No major emotional behavior simulated.
2025-09-13,BTCUSDT,BUY,115771.82,115913.16,0.05,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 115771.82. Trade exited at configured 115913.16000000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0467%. No major emotional behavior simulated.
2025-09-14,BTCUSDT,BUY,115933.4,115926.46,0.05,Streak Pullback Confirmation,3,no patience,"SIMULATED DATA - not real trading history. bullish 6-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 115933.4. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0282%. no patience behavior simulated based on setup quality, volatility, and confidence context."
2025-09-14,BTCUSDT,SELL,115460.34,115528.81,0.05,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 5-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 115460.34. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0337%. No major emotional behavior simulated.
2025-09-14,BTCUSDT,BUY,115619.73,115583.02,0.05,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bullish 6-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 115619.73. Trade hit stop loss first for -1.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0367%. No major emotional behavior simulated.
2025-09-14,BTCUSDT,BUY,115802.16,115802.15,0.05,Streak Pullback Confirmation,3,emotional re-entry,"SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 115802.16. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0284%. emotional re-entry behavior simulated based on setup quality, volatility, and confidence context."
2025-09-16,BTCUSDT,BUY,115174.61,115251.83,0.05,Streak Pullback Confirmation,4,weak confirmation,"SIMULATED DATA - not real trading history. bullish 7-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 115174.61. Trade exited at configured 115251.83000000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0988%. weak confirmation behavior simulated based on setup quality, volatility, and confidence context."
