date,symbol,side,entry,exit,quantity,setup,confidence,mistake,notes
2025-07-23,GBPAUD,SELL,2.05959,2.05799,10000,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bearish 5-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 2.05959. Trade exited at configured 2.05799000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0393%. No major emotional behavior simulated.
2025-07-24,GBPAUD,SELL,2.05738,2.05688,10000,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 2.05738. Trade exited at configured 2.05688000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0261%. No major emotional behavior simulated.
2025-07-25,GBPAUD,SELL,2.04943,2.04895,10000,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bearish 5-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 2.04943. Trade exited at configured 2.04895000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0313%. No major emotional behavior simulated.
2025-08-01,GBPAUD,BUY,2.05163,2.051,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 2.05163. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0327%. No major emotional behavior simulated.
2025-08-01,GBPAUD,SELL,2.05242,2.05305,10000,Streak Pullback Confirmation,3,no patience,"SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 2.05242. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0405%. no patience behavior simulated based on setup quality, volatility, and confidence context."
2025-08-06,GBPAUD,BUY,2.05074,2.0513,10000,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bullish 5-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 2.05074. Trade exited at configured 2.05130000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0210%. No major emotional behavior simulated.
2025-08-07,GBPAUD,BUY,2.05388,2.05319,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 2.05388. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0323%. No major emotional behavior simulated.
2025-08-07,GBPAUD,SELL,2.04913,2.04825,10000,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 2.04913. Trade exited at configured 2.04825000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0353%. No major emotional behavior simulated.
2025-08-07,GBPAUD,BUY,2.06349,2.06531,10000,Streak Pullback Confirmation,4,overconfidence,"SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 2.06349. Trade exited at configured 2.06531000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0496%. overconfidence behavior simulated based on setup quality, volatility, and confidence context."
2025-08-12,GBPAUD,BUY,2.06677,2.06618,10000,Streak Pullback Confirmation,3,weak confirmation,"SIMULATED DATA - not real trading history. bullish 5-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 2.06677. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0454%. weak confirmation behavior simulated based on setup quality, volatility, and confidence context."
2025-08-15,GBPAUD,BUY,2.08214,2.08161,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 5-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 2.08214. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0267%. No major emotional behavior simulated.
2025-08-15,GBPAUD,BUY,2.08307,2.08252,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 5-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 2.08307. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0208%. No major emotional behavior simulated.
2025-08-19,GBPAUD,SELL,2.07947,2.07971,10000,Streak Pullback Confirmation,4,chasing momentum,"SIMULATED DATA - not real trading history. bearish 9-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 2.07947. Trade hit stop loss first for -1.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0256%. chasing momentum behavior simulated based on setup quality, volatility, and confidence context."
2025-08-20,GBPAUD,SELL,2.09253,2.0938,10000,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bearish 6-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 2.09253. Trade hit stop loss first for -1.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0421%. No major emotional behavior simulated.
2025-08-20,GBPAUD,SELL,2.09187,2.09226,10000,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bearish 7-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 2.09187. Trade hit stop loss first for -1.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0432%. No major emotional behavior simulated.
2025-08-22,GBPAUD,SELL,2.08833,2.08883,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 2-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 2.08833. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0281%. No major emotional behavior simulated.
2025-08-28,GBPAUD,BUY,2.07405,2.07423,10000,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 2.07405. Trade exited at configured 2.07423000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0160%. No major emotional behavior simulated.
2025-08-28,GBPAUD,BUY,2.07064,2.07023,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 5-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 2.07064. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0238%. No major emotional behavior simulated.
2025-08-28,GBPAUD,SELL,2.07093,2.07123,10000,Streak Pullback Confirmation,2,weak confirmation,"SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 2.07093. Trade hit stop loss first for -1.00R. Setup quality: weak. Confidence=2/5. Volatility=0.0276%. weak confirmation behavior simulated based on setup quality, volatility, and confidence context."
2025-08-28,GBPAUD,BUY,2.07049,2.06976,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 5-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 2.07049. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0463%. No major emotional behavior simulated.
2025-08-28,GBPAUD,BUY,2.06933,2.0691,10000,Streak Pullback Confirmation,4,revenge trade,"SIMULATED DATA - not real trading history. bullish 6-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 2.06933. Trade hit stop loss first for -1.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0166%. revenge trade behavior simulated based on setup quality, volatility, and confidence context."
2025-09-01,GBPAUD,SELL,2.06548,2.06566,10000,Streak Pullback Confirmation,2,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 2.06548. Trade hit stop loss first for -1.00R. Setup quality: weak. Confidence=2/5. Volatility=0.0302%. No major emotional behavior simulated.
2025-09-01,GBPAUD,SELL,2.06696,2.06584,10000,Streak Pullback Confirmation,5,none,SIMULATED DATA - not real trading history. bearish 5-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 2.06696. Trade exited at configured 2.06584000 target for 2.00R. Setup quality: excellent. Confidence=5/5. Volatility=0.0258%. No major emotional behavior simulated.
2025-09-01,GBPAUD,SELL,2.06649,2.06668,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 2.06649. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0182%. No major emotional behavior simulated.
2025-09-04,GBPAUD,BUY,2.05799,2.05993,10000,Streak Pullback Confirmation,5,none,SIMULATED DATA - not real trading history. bullish 6-candle streak followed by clean 2-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 2.05799. Trade exited at configured 2.05993000 target for 2.00R. Setup quality: excellent. Confidence=5/5. Volatility=0.0287%. No major emotional behavior simulated.
2025-09-09,GBPAUD,BUY,2.05365,2.05391,10000,Streak Pullback Confirmation,5,none,SIMULATED DATA - not real trading history. bullish 8-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 2.05365. Trade exited at configured 2.05391000 target for 2.00R. Setup quality: excellent. Confidence=5/5. Volatility=0.0211%. No major emotional behavior simulated.
2025-09-15,GBPAUD,BUY,2.04207,2.04337,10000,Streak Pullback Confirmation,5,overconfidence,"SIMULATED DATA - not real trading history. bullish 7-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 2.04207. Trade exited at configured 2.04337000 target for 2.00R. Setup quality: excellent. Confidence=5/5. Volatility=0.0310%. overconfidence behavior simulated based on setup quality, volatility, and confidence context."
2025-09-15,GBPAUD,BUY,2.044,2.0446,10000,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bullish 5-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 2.044. Trade exited at configured 2.04460000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0296%. No major emotional behavior simulated.
2025-09-16,GBPAUD,SELL,2.04413,2.04385,10000,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bearish 5-candle streak followed by clean 2-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 2.04413. Trade exited at configured 2.04385000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0253%. No major emotional behavior simulated.
2025-09-17,GBPAUD,BUY,2.04386,2.04358,10000,Streak Pullback Confirmation,2,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 2.04386. Trade hit stop loss first for -1.00R. Setup quality: weak. Confidence=2/5. Volatility=0.0321%. No major emotional behavior simulated.
2025-09-18,GBPAUD,BUY,2.04845,2.04814,10000,Streak Pullback Confirmation,3,FOMO entry,"SIMULATED DATA - not real trading history. bullish 6-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 2.04845. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0209%. FOMO entry behavior simulated based on setup quality, volatility, and confidence context."
2025-09-19,GBPAUD,SELL,2.04421,2.04257,10000,Streak Pullback Confirmation,5,revenge trade,"SIMULATED DATA - not real trading history. bearish 6-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 2.04421. Trade exited at configured 2.04257000 target for 2.00R. Setup quality: excellent. Confidence=5/5. Volatility=0.0511%. revenge trade behavior simulated based on setup quality, volatility, and confidence context."
2025-09-21,GBPAUD,SELL,2.04318,2.04234,10000,Streak Pullback Confirmation,4,weak confirmation,"SIMULATED DATA - not real trading history. bearish 5-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 2.04318. Trade exited at configured 2.04234000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0471%. weak confirmation behavior simulated based on setup quality, volatility, and confidence context."
2025-09-23,GBPAUD,SELL,2.04793,2.04879,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 2.04793. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0327%. No major emotional behavior simulated.
2025-09-24,GBPAUD,BUY,2.04065,2.04048,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 5-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 2.04065. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0209%. No major emotional behavior simulated.
2025-09-25,GBPAUD,BUY,2.0421,2.04149,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 2.0421. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0452%. No major emotional behavior simulated.
2025-09-26,GBPAUD,BUY,2.04677,2.04618,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 2.04677. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0436%. No major emotional behavior simulated.
2025-09-26,GBPAUD,SELL,2.04632,2.04654,10000,Streak Pullback Confirmation,3,no patience,"SIMULATED DATA - not real trading history. bearish 5-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 2.04632. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0319%. no patience behavior simulated based on setup quality, volatility, and confidence context."
2025-09-30,GBPAUD,BUY,2.03474,2.03415,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 5-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 2.03474. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0350%. No major emotional behavior simulated.
2025-10-06,GBPAUD,SELL,2.0374,2.03754,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 2.0374. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0161%. No major emotional behavior simulated.
2025-10-08,GBPAUD,BUY,2.04164,2.04348,10000,Streak Pullback Confirmation,4,revenge trade,"SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 2.04164. Trade exited at configured 2.04348000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0398%. revenge trade behavior simulated based on setup quality, volatility, and confidence context."
2025-10-08,GBPAUD,SELL,2.0402,2.03958,10000,Streak Pullback Confirmation,4,weak confirmation,"SIMULATED DATA - not real trading history. bearish 4-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 2.0402. Trade exited at configured 2.03958000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0458%. weak confirmation behavior simulated based on setup quality, volatility, and confidence context."
2025-10-10,GBPAUD,BUY,2.05822,2.0595,10000,Streak Pullback Confirmation,5,none,SIMULATED DATA - not real trading history. bullish 6-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 2.05822. Trade exited at configured 2.05950000 target for 2.00R. Setup quality: excellent. Confidence=5/5. Volatility=0.0361%. No major emotional behavior simulated.
2025-10-15,GBPAUD,SELL,2.05226,2.05166,10000,Streak Pullback Confirmation,5,none,SIMULATED DATA - not real trading history. bearish 5-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 2.05226. Trade exited at configured 2.05166000 target for 2.00R. Setup quality: excellent. Confidence=5/5. Volatility=0.0298%. No major emotional behavior simulated.
2025-10-16,GBPAUD,SELL,2.0623,2.06364,10000,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bearish 9-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 2.0623. Trade hit stop loss first for -1.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0482%. No major emotional behavior simulated.
2025-10-17,GBPAUD,BUY,2.0711,2.07011,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 2.0711. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0720%. No major emotional behavior simulated.
2025-10-21,GBPAUD,BUY,2.05766,2.05691,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 4-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 2.05766. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0224%. No major emotional behavior simulated.
2025-10-21,GBPAUD,SELL,2.06123,2.06055,10000,Streak Pullback Confirmation,4,none,SIMULATED DATA - not real trading history. bearish 6-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 2.06123. Trade exited at configured 2.06055000 target for 2.00R. Setup quality: strong. Confidence=4/5. Volatility=0.0443%. No major emotional behavior simulated.
2025-10-28,GBPAUD,BUY,2.03598,2.03588,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 5-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 2.03598. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0341%. No major emotional behavior simulated.
2025-10-29,GBPAUD,BUY,2.01134,2.01106,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 5-candle streak followed by clean 2-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 2.01134. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0431%. No major emotional behavior simulated.
2025-10-29,GBPAUD,SELL,2.00492,2.00394,10000,Streak Pullback Confirmation,5,none,SIMULATED DATA - not real trading history. bearish 10-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 2.00492. Trade exited at configured 2.00394000 target for 2.00R. Setup quality: excellent. Confidence=5/5. Volatility=0.0369%. No major emotional behavior simulated.
2025-10-29,GBPAUD,BUY,2.00779,2.00726,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 5-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 2.00779. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0447%. No major emotional behavior simulated.
2025-10-30,GBPAUD,SELL,2.00521,2.0057,10000,Streak Pullback Confirmation,3,revenge trade,"SIMULATED DATA - not real trading history. bearish 6-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 2.00521. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0405%. revenge trade behavior simulated based on setup quality, volatility, and confidence context."
2025-10-30,GBPAUD,BUY,2.01006,2.00904,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bullish 5-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_low. Confirmation candle aligned with original trend and closed at 2.01006. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0623%. No major emotional behavior simulated.
2025-11-03,GBPAUD,SELL,2.00458,2.00502,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 5-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_high. Confirmation candle aligned with original trend and closed at 2.00458. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0285%. No major emotional behavior simulated.
2025-11-05,GBPAUD,SELL,2.00365,2.00414,10000,Streak Pullback Confirmation,3,none,SIMULATED DATA - not real trading history. bearish 5-candle streak followed by clean 1-candle pullback without midpoint touch. Breaking candle crossed structural target from pullback_high. Confirmation candle aligned with original trend and closed at 2.00365. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0444%. No major emotional behavior simulated.
2025-11-07,GBPAUD,BUY,2.02317,2.02297,10000,Streak Pullback Confirmation,3,revenge trade,"SIMULATED DATA - not real trading history. bullish 6-candle streak followed by clean 1-candle pullback with midpoint touch. Breaking candle crossed structural target from last_streak_low. Confirmation candle aligned with original trend and closed at 2.02317. Trade hit stop loss first for -1.00R. Setup quality: moderate. Confidence=3/5. Volatility=0.0451%. revenge trade behavior simulated based on setup quality, volatility, and confidence context."
